ID,nro_remocion,nro_obra,nro_permiso,motivo_obra,tipo_obra,tipo_remocion,fecha_inicio,fecha_fin,propietario,adjudicatario,ejecutante,nro_cont_o_lici,ubicacion,fecha_solicitud,fecha_autorizacion,plazo_autorizado,fecha_recepcion_provisoria,fecha_recepcion_definitiva,inspector,cantidad,longitud,ancho,fecha_alta,Fcrea,Ucrea,Fact,Uact,diametro,tipo_pavimento,tipo_equipo,plazo_total,vigente
378017,1040739,445490,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-03-04 00:00:00.0,MUNICIPIO DE MONTEVIDEO,TEYMA URUGUAY S A,TEYMA URUGUAY S A,1424,CANELONES DESDE 1015 HASTA 1015 ENTRE JULIO HERRERA Y OBES Y RIO NEGRO,2020-02-03 00:00:00.0,2020-02-05 16:56:52.0,15,,,JUAN FERREIRA,,4,1,20200207,7-Feb-20,USR_UCCRIU,7-Feb-20,USR_UCCRIU,0,BALDOSAS ,0,15,N
378018,1041269,445736,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-05-22 00:00:00.0,MUNICIPIO DE MONTEVIDEO,TEYMA URUGUAY S A,TEYMA URUGUAY S A,1424,CARRERAS NACIONALES DESDE 3941 HASTA 3941 ENTRE LUIS GALVANI Y EMILIO ZOLA,2020-02-05 00:00:00.0,2020-02-06 09:51:52.0,15,,,JAVIER BUCALO,,3,0.8,20200207,7-Feb-20,USR_UCCRIU,7-Feb-20,USR_UCCRIU,0,BALDOSAS HORMIGON ,0,15,N
378019,1041272,445737,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-05-22 00:00:00.0,MUNICIPIO DE MONTEVIDEO,TEYMA URUGUAY S A,TEYMA URUGUAY S A,1424,TORRICELLI DESDE 4732 HASTA 4732 ENTRE JOSE A POSOLO Y CARRERAS NACIONALES,2020-02-05 00:00:00.0,2020-02-06 09:49:56.0,15,,,JAVIER BUCALO,,4.4,0.8,20200207,7-Feb-20,USR_UCCRIU,7-Feb-20,USR_UCCRIU,0,TIERRA/CESPED BALDOSAS ,0,15,N
378020,1041280,445738,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-03-10 00:00:00.0,MUNICIPIO DE MONTEVIDEO,TEYMA URUGUAY S A,TEYMA URUGUAY S A,1424,DR PABLO J TILLAUX DESDE 1484 HASTA 1484 ENTRE CNO EDISON Y ARQ CAYETANO MORETTI,2020-02-05 00:00:00.0,2020-02-06 09:48:22.0,15,,,JUAN QUEVEDO,,5,0.8,20200207,7-Feb-20,USR_UCCRIU,7-Feb-20,USR_UCCRIU,0,TIERRA/CESPED ,0,15,N
378032,1040276,445333,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-03-11 00:00:00.0,MUNICIPIO DE MONTEVIDEO,TEYMA URUGUAY S A,TEYMA URUGUAY S A,1424,LA PAZ DESDE 1657 HASTA 1657 ENTRE GABOTO Y AV DANIEL FERNANDEZ CRESPO,2020-01-30 00:00:00.0,2020-02-05 17:11:32.0,15,,,MARTIN LOPEZ,,2.3,1,20200210,10-Feb-20,USR_UCCRIU,10-Feb-20,USR_UCCRIU,0,BALDOSAS ,0,15,N
378033,1040277,445333,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,MEDIO CORTE CIELO ABIERTO,,2020-03-11 00:00:00.0,MUNICIPIO DE MONTEVIDEO,TEYMA URUGUAY S A,TEYMA URUGUAY S A,1424,LA PAZ DESDE 1657 HASTA 1657 ENTRE GABOTO Y AV DANIEL FERNANDEZ CRESPO,2020-01-30 00:00:00.0,2020-02-05 17:11:32.0,15,,,MARTIN LOPEZ,,4.5,2.3,20200210,10-Feb-20,USR_UCCRIU,10-Feb-20,USR_UCCRIU,,ASFALTO,,15,N
378034,1019192,433752,14,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,CORTE ENTERO CIELO ABIERTO,2020-02-14 00:00:00.0,,MUNICIPIO DE MONTEVIDEO,STILER  S.A.,STILER  S.A.,538/19,PREVISION ENTRE MANANTIALES Y TUPAMBAE,2019-09-25 00:00:00.0,2020-02-04 09:10:35.0,25,,,JAVIER BUCALO,,9,1.3,20200210,10-Feb-20,USR_UCCRIU,10-Feb-20,USR_UCCRIU,,ASFALTO,,25,N
378052,1019191,433752,14,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-14 00:00:00.0,,MUNICIPIO DE MONTEVIDEO,STILER  S.A.,STILER  S.A.,538/19,MANANTIALES ENTRE PREVISION Y CNO DOMINGO ARENA,2019-09-25 00:00:00.0,2020-02-04 09:10:35.0,25,,,JAVIER BUCALO,,369,1.3,20200210,10-Feb-20,USR_UCCRIU,10-Feb-20,USR_UCCRIU,0,TIERRA/CESPED ,0,25,N
378073,1040809,444840,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,TUNELERA [TRANSVERSAL],2020-03-09 00:00:00.0,2020-04-22 00:00:00.0,A.N.TEL.,GOFINAL S.A.,GOFINAL S.A.,H033640001,A ENTRE D Y C,2020-02-03 00:00:00.0,2020-02-07 15:12:34.0,5,,,JUAN QUEVEDO,,,,20200210,10-Feb-20,USR_UCCRIU,10-Feb-20,USR_UCCRIU,,,PERCUSION NO DIRIGIBLE (TOPO),5,N
378074,1038836,444840,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-03-09 00:00:00.0,2020-04-22 00:00:00.0,A.N.TEL.,GOFINAL S.A.,GOFINAL S.A.,H033640001,A ENTRE D Y C,2020-02-03 00:00:00.0,2020-02-07 15:12:34.0,5,,,JUAN QUEVEDO,,26,0.6,20200210,10-Feb-20,USR_UCCRIU,10-Feb-20,USR_UCCRIU,0,TIERRA/CESPED ,0,5,N
378076,1038836,444840,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-03-09 00:00:00.0,2020-04-22 00:00:00.0,A.N.TEL.,GOFINAL S.A.,GOFINAL S.A.,H033640001,A ENTRE D Y C,2020-02-03 00:00:00.0,2020-02-07 15:12:34.0,5,,,JUAN QUEVEDO,,26,0.6,20200210,10-Feb-20,USR_UCCRIU,10-Feb-20,USR_UCCRIU,0,TIERRA/CESPED ,0,5,N
378077,1040676,445481,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,LONGITUDINAL ( OTROS),,2020-04-17 00:00:00.0,MUNICIPIO DE MONTEVIDEO,RECONSTRUCCION CAÑOS S.A CON ACCIONES NOMINATIVAS,POSSAMAI CONSTRUCCIONES LTDA.,346961/1,MINAS ENTRE GALICIA Y LA PAZ,2020-02-03 00:00:00.0,2020-02-06 08:49:35.0,20,,,MARTIN LOPEZ,,4,4,20200210,10-Feb-20,USR_UCCRIU,10-Feb-20,USR_UCCRIU,,ASFALTO,,40,N
378092,1040918,445217,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,CORTE ENTERO CIELO ABIERTO,,2020-02-13 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,SARLUX SA,P50871,CONFEDERADA ENTRE ANTONIO MARIA MARQUEZ Y PINTOS CARDEIROS,2020-01-29 00:00:00.0,2020-01-29 16:35:54.0,7,,,JUAN QUEVEDO,,6,0.6,20200211,11-Feb-20,USR_UCCRIU,11-Feb-20,USR_UCCRIU,,HORMIGON,,12,N
378112,1042058,446025,1,VARIOS,INTERVENCION MENOR,ACERA,,2020-03-03 00:00:00.0,DISTRIBUIDORA DE GAS DE MONTEVIDEO S.A. - GRUPO PETROBRAS,GOFINAL S.A.,GOFINAL S.A.,57/2018,RBLA MAHATMA GANDHI DESDE 575 HASTA 575 ENTRE TERU Y JOSE VAZQUEZ LEDESMA,2020-02-10 00:00:00.0,2020-02-10 15:18:17.0,3,,,FERNANDO RODRIGUEZ,,4,1,20200211,11-Feb-20,USR_UCCRIU,11-Feb-20,USR_UCCRIU,0,BALDOSAS ,0,3,N
378113,1042060,446026,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-17 00:00:00.0,2020-03-11 00:00:00.0,A.N.TEL.,GOFINAL S.A.,GOFINAL S.A.,H033640001,AV LUIS BATLLE BERRES ENTRE CNO TOMKINSON Y CNO CIBILS,2020-02-10 00:00:00.0,2020-02-10 15:22:54.0,3,,,MARTIN LOPEZ,,2,0.6,20200211,11-Feb-20,USR_UCCRIU,11-Feb-20,USR_UCCRIU,0,BALDOSAS ,0,3,N
378114,1042061,446026,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-17 00:00:00.0,2020-03-11 00:00:00.0,A.N.TEL.,GOFINAL S.A.,GOFINAL S.A.,H033640001,AV LUIS BATLLE BERRES ENTRE CNO TOMKINSON Y CNO CIBILS,2020-02-10 00:00:00.0,2020-02-10 15:22:54.0,3,,,MARTIN LOPEZ,,38,0,20200211,11-Feb-20,USR_UCCRIU,11-Feb-20,USR_UCCRIU,0.11,BAJO ACERA ,0,3,N
378132,1042065,446028,1,COLOC.DE COLUMNAS CABLE AEREO,INTERVENCION MENOR,ACERA,2020-02-25 00:00:00.0,2020-02-28 00:00:00.0,EQUITAL S.A.,JOTAELEME SOCIEDAD ANONIMA,JOTAELEME SOCIEDAD ANONIMA,141,DR JUAN C DIGHIERO DESDE 2467 HASTA 2467 ENTRE OBLIGADO Y LUIS FRANZINI,2020-02-10 00:00:00.0,2020-02-10 16:22:15.0,2,,,FERNANDO RODRIGUEZ,1,0.5,0.5,20200211,11-Feb-20,USR_UCCRIU,11-Feb-20,USR_UCCRIU,0,BALDOSAS ,0,2,N
378133,1042067,446029,1,TENDIDO DE CABLE SUBTERRANEO,INTERVENCION MENOR,ACERA,2020-03-03 00:00:00.0,2020-03-04 00:00:00.0,EQUITAL S.A.,JOTAELEME SOCIEDAD ANONIMA,JOTAELEME SOCIEDAD ANONIMA,141,AV URUGUAY DESDE 832 HASTA 832 ENTRE FLORIDA Y ANDES,2020-02-10 00:00:00.0,2020-02-10 16:13:55.0,3,,,JUAN FERREIRA,,22.2,0.4,20200211,11-Feb-20,USR_UCCRIU,11-Feb-20,USR_UCCRIU,0,BALDOSAS HORMIGON ,0,3,N
378152,1037167,444020,2,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-05-25 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,50871,CNO CASAVALLE ENTRE WATT Y CNO CORONEL RAIZ,2020-01-16 00:00:00.0,2020-02-11 12:13:59.0,3,,,JUAN QUEVEDO,,443,0.6,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED ,0,3,N
378173,1041491,445792,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-12 00:00:00.0,2020-06-10 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,50871,JUAN SPIKERMAN ENTRE JOSE MAZZINI Y BELGRANO,2020-02-06 00:00:00.0,2020-02-11 10:02:43.0,5,,,ALICIA DIAZ,,160,0.4,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED BALDOSAS ,0,5,N
378176,1041491,445792,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-12 00:00:00.0,2020-06-10 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,50871,JUAN SPIKERMAN ENTRE JOSE MAZZINI Y BELGRANO,2020-02-06 00:00:00.0,2020-02-11 10:02:43.0,5,,,ALICIA DIAZ,,160,0.4,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED BALDOSAS ,0,5,N
378178,1041491,445792,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-12 00:00:00.0,2020-06-10 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,50871,JUAN SPIKERMAN ENTRE JOSE MAZZINI Y BELGRANO,2020-02-06 00:00:00.0,2020-02-11 10:02:43.0,5,,,ALICIA DIAZ,,160,0.4,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED BALDOSAS ,0,5,N
378180,1041491,445792,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-12 00:00:00.0,2020-06-10 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,50871,JUAN SPIKERMAN ENTRE JOSE MAZZINI Y BELGRANO,2020-02-06 00:00:00.0,2020-02-11 10:02:43.0,5,,,ALICIA DIAZ,,160,0.4,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED BALDOSAS ,0,5,N
378193,1038546,444709,2,TENDIDO DE TUBERIAS,PERMISO OBRA VIA PUBLICA,ACERA,,,MUNICIPIO DE MONTEVIDEO,STILER  S.A.,GIBEROL S.A.,538/19,ARTURO SCARONE ENTRE CNO CAP CORALIO C LACOSTA Y ARTILLEROS ORIENTALES,2020-01-22 00:00:00.0,2020-02-04 12:09:36.0,15,,,JAVIER BUCALO,,285,0.4,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED ,0,15,
378195,1038546,444709,2,TENDIDO DE TUBERIAS,PERMISO OBRA VIA PUBLICA,ACERA,,,MUNICIPIO DE MONTEVIDEO,STILER  S.A.,GIBEROL S.A.,538/19,ARTURO SCARONE ENTRE CNO CAP CORALIO C LACOSTA Y ARTILLEROS ORIENTALES,2020-01-22 00:00:00.0,2020-02-04 12:09:36.0,15,,,JAVIER BUCALO,,285,0.4,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED ,0,15,
378212,1038547,444709,2,TENDIDO DE TUBERIAS,PERMISO OBRA VIA PUBLICA,CORTE ENTERO CIELO ABIERTO,,,MUNICIPIO DE MONTEVIDEO,STILER  S.A.,GIBEROL S.A.,538/19,ARTILLEROS ORIENTALES ENTRE ZAPADORES Y ARTURO SCARONE,2020-01-22 00:00:00.0,2020-02-04 12:09:36.0,15,,,JAVIER BUCALO,,6,0.6,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,,ASFALTO,,15,
378217,1042186,446069,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-13 00:00:00.0,2020-05-22 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,P50871,AV MILLAN ENTRE JUAN RODRIGUEZ CORREA Y CAIGUA,2020-02-10 00:00:00.0,2020-02-12 12:17:45.0,4,,,ALICIA DIAZ,,156,0.4,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,BALDOSAS ,0,4,N
378219,1042186,446069,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-13 00:00:00.0,2020-05-22 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,P50871,AV MILLAN ENTRE JUAN RODRIGUEZ CORREA Y CAIGUA,2020-02-10 00:00:00.0,2020-02-12 12:17:45.0,4,,,ALICIA DIAZ,,156,0.4,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,BALDOSAS ,0,4,N
378220,1042186,446069,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-13 00:00:00.0,2020-05-22 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,P50871,AV MILLAN ENTRE JUAN RODRIGUEZ CORREA Y CAIGUA,2020-02-10 00:00:00.0,2020-02-12 12:17:45.0,4,,,ALICIA DIAZ,,156,0.4,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,BALDOSAS ,0,4,N
378221,1039840,445190,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-02-20 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,AV GRAL SAN MARTIN DESDE 3581 HASTA 3581 ENTRE ROBERTO KOCH Y FELIPE CONTUCCI,2020-01-28 00:00:00.0,2020-01-29 09:02:34.0,15,,,CLAUDIA MARTINEZ,,4.2,0.8,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED ,0,15,N
378222,1038549,444709,3,TENDIDO DE TUBERIAS,PERMISO OBRA VIA PUBLICA,ACERA,,,MUNICIPIO DE MONTEVIDEO,STILER  S.A.,GIBEROL S.A.,538/19,ARTURO SCARONE ENTRE ARTILLEROS ORIENTALES Y CNO DOMINGO ARENA,2020-01-22 00:00:00.0,2020-02-04 12:14:25.0,15,,,JAVIER BUCALO,,260,0.4,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED ,0,15,
378223,1039837,445189,1,CONEXIONES DOMICILIARIAS,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-21 00:00:00.0,2020-03-02 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,355947,CNO DR ADOLFO BRUNEL ENTRE AV DEL POLO Y CNO DR MIGUEL C RUBINO,2020-01-28 00:00:00.0,2020-02-04 15:30:05.0,15,,,JAVIER BUCALO,1,3,0.8,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED ,0,15,N
378232,1028134,440479,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,,2019-12-05 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,FRANCISCO MIRANDA DESDE 4263 HASTA 4263 ENTRE JUAN LAVALLE Y DUQUE DE LOS ABRUZZOS,2019-11-19 00:00:00.0,2019-11-22 09:39:27.0,15,,,JUAN QUEVEDO,,4.5,0.8,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED BALDOSAS ,0,15,N
378252,1042380,446143,1,TENDIDO DE CABLE SUBTERRANEO,INTERVENCION MENOR,ACERA,,2020-02-28 00:00:00.0,A.N.TEL.,GOFINAL S.A.,GOFINAL S.A.,H033640001,HECTOR GUTIERREZ RUIZ DESDE 1296 HASTA 1296 ENTRE SORIANO Y SAN JOSE,2020-02-11 00:00:00.0,2020-02-11 17:03:36.0,1,,,JUAN FERREIRA,,2.5,0.6,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,BALDOSAS ,0,1,N
378254,1041775,445929,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-11 00:00:00.0,2020-04-30 00:00:00.0,MUNICIPIO DE MONTEVIDEO,POSSAMAI CONSTRUCCIONES LTDA.,POSSAMAI CONSTRUCCIONES LTDA.,352960/1,JUAN ARTEAGA DESDE 3805 HASTA 3805 ENTRE JOSE REVUELTA Y BRUNO MENDEZ,2020-02-07 00:00:00.0,2020-02-10 16:33:13.0,20,,,JAVIER BUCALO,,3,1.2,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,BALDOSAS ,0,20,N
378255,1041773,445928,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-11 00:00:00.0,2020-03-05 00:00:00.0,MUNICIPIO DE MONTEVIDEO,POSSAMAI CONSTRUCCIONES LTDA.,POSSAMAI CONSTRUCCIONES LTDA.,352960/1,MONES ROSES ENTRE COSTA RICA Y AV ALFREDO AROCENA,2020-02-07 00:00:00.0,2020-02-10 16:30:05.0,20,,,CARLOS GUERRA,,2,1.8,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED ,0,20,N
378256,1041943,445950,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-19 00:00:00.0,2020-05-28 00:00:00.0,MUNICIPIO DE MONTEVIDEO,POSSAMAI CONSTRUCCIONES LTDA.,POSSAMAI CONSTRUCCIONES LTDA.,352960/1,AV GRAL GARIBALDI DESDE 2943 HASTA 2943 ENTRE IBIRAPITA Y TUYUTI,2020-02-10 00:00:00.0,2020-02-10 15:33:33.0,20,,,ALICIA DIAZ,,5.6,1,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,BALDOSAS HORMIGON ,0,20,N
378257,1041780,445931,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,,,MUNICIPIO DE MONTEVIDEO,POSSAMAI CONSTRUCCIONES LTDA.,POSSAMAI CONSTRUCCIONES LTDA.,352960/1,ALBERTO ZUM FELDE ENTRE 17 MTRS Y OFICIAL 17 MTS,2020-02-07 00:00:00.0,2020-02-11 16:32:12.0,20,,,CARLOS GUERRA,,2,1,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED ,0,20,
378258,1041781,445931,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,MEDIO CORTE CIELO ABIERTO,,,MUNICIPIO DE MONTEVIDEO,POSSAMAI CONSTRUCCIONES LTDA.,POSSAMAI CONSTRUCCIONES LTDA.,352960/1,ALBERTO ZUM FELDE ENTRE 17 MTRS Y OFICIAL 17 MTS,2020-02-07 00:00:00.0,2020-02-11 16:32:12.0,20,,,CARLOS GUERRA,,3.5,1.5,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,,HORMIGON,,20,
378259,1041905,445949,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-19 00:00:00.0,2020-02-19 00:00:00.0,MUNICIPIO DE MONTEVIDEO,POSSAMAI CONSTRUCCIONES LTDA.,POSSAMAI CONSTRUCCIONES LTDA.,352960/1,AV ITALIA DESDE 6114 HASTA 6114 ENTRE BOLONIA Y DUBLIN,2020-02-10 00:00:00.0,2020-02-10 15:48:47.0,20,,,CARLOS GUERRA,,3.5,1.2,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED ,0,20,N
378267,1042378,446142,1,TENDIDO DE CABLE SUBTERRANEO,INTERVENCION MENOR,ACERA,2020-02-17 00:00:00.0,2020-02-19 00:00:00.0,A.N.TEL.,GOFINAL S.A.,GOFINAL S.A.,H033640001,AVENIR ROSELL DESDE 2467 HASTA 2467 ENTRE SANTA MONICA Y ARQ HORACIO ACOSTA Y LARA,2020-02-11 00:00:00.0,2020-02-11 17:20:35.0,3,,,CARLOS GUERRA,,3,0.6,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED ,0,3,N
378268,1042376,446141,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-03-03 00:00:00.0,2020-05-13 00:00:00.0,A.N.TEL.,GOFINAL S.A.,GOFINAL S.A.,H033640001,JUAN JOSE QUESADA ENTRE GUALEGUAY Y MARNE,2020-02-11 00:00:00.0,2020-02-11 17:22:09.0,3,,,ALICIA DIAZ,,20,0.6,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,BALDOSAS ,0,3,N
378269,1041000,445607,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-17 00:00:00.0,2020-03-10 00:00:00.0,A.N.TEL.,GOFINAL S.A.,GOFINAL S.A.,H033640001,CNO CIBILS ENTRE CNO TOMKINSON Y PBRO COSME AGULLO,2020-02-04 00:00:00.0,2020-02-11 17:29:24.0,6,,,MARTIN LOPEZ,,31,0.6,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED ,0,6,N
378270,1041002,445607,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,TUNELERA [TRANSVERSAL],2020-02-17 00:00:00.0,2020-03-10 00:00:00.0,A.N.TEL.,GOFINAL S.A.,GOFINAL S.A.,H033640001,CNO CIBILS ENTRE CNO TOMKINSON Y AV LUIS BATLLE BERRES,2020-02-04 00:00:00.0,2020-02-11 17:29:24.0,6,,,MARTIN LOPEZ,,,,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,,,PERCUSION NO DIRIGIBLE (TOPO),6,N
378271,1041001,445607,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-17 00:00:00.0,2020-03-10 00:00:00.0,A.N.TEL.,GOFINAL S.A.,GOFINAL S.A.,H033640001,CNO CIBILS ENTRE CNO TOMKINSON Y PBRO COSME AGULLO,2020-02-04 00:00:00.0,2020-02-11 17:29:24.0,6,,,MARTIN LOPEZ,,11,0,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0.11,BAJO ACERA ,0,6,N
378272,1041000,445607,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-17 00:00:00.0,2020-03-10 00:00:00.0,A.N.TEL.,GOFINAL S.A.,GOFINAL S.A.,H033640001,CNO CIBILS ENTRE CNO TOMKINSON Y PBRO COSME AGULLO,2020-02-04 00:00:00.0,2020-02-11 17:29:24.0,6,,,MARTIN LOPEZ,,31,0.6,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED ,0,6,N
378273,1041000,445607,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-02-17 00:00:00.0,2020-03-10 00:00:00.0,A.N.TEL.,GOFINAL S.A.,GOFINAL S.A.,H033640001,CNO CIBILS ENTRE CNO TOMKINSON Y PBRO COSME AGULLO,2020-02-04 00:00:00.0,2020-02-11 17:29:24.0,6,,,MARTIN LOPEZ,,31,0.6,20200212,12-Feb-20,USR_UCCRIU,12-Feb-20,USR_UCCRIU,0,TIERRA/CESPED ,0,6,N
